From MML,Filtername,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,Ip Address,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,Subnet,MSSTARTPORT,0,MSENDPORT,65535,SVRSTARTPORT,0.1,SVRENDPORT,Ip Prefix
ADD FILTER:FILTERNAME,f_tiktokip_001,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,163.171.156.64,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,28,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,163.171.156.64/28
ADD FILTER:FILTERNAME,f_tiktokip_002,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,163.171.162.32,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,28,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,163.171.162.32/28
ADD FILTER:FILTERNAME,f_tiktokip_003,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,103.211.150.24,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,30,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,103.211.150.24/30
ADD FILTER:FILTERNAME,f_tiktokip_004,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,138.113.111.64,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,29,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,138.113.111.64/29
ADD FILTER:FILTERNAME,f_tiktokip_005,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,43.250.48.120,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,30,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,43.250.48.120/30
ADD FILTER:FILTERNAME,f_tiktokip_006,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,138.113.121.80,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,28,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,138.113.121.80/28
ADD FILTER:FILTERNAME,f_tiktokip_007,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,138.113.125.32,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,28,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,138.113.125.32/28
ADD FILTER:FILTERNAME,f_tiktokip_008,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,138.113.114.192,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,28,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,138.113.114.192/28
ADD FILTER:FILTERNAME,f_tiktokip_009,L34PROTTYPE,STRING,L34PROTOCOL,ANY,SVRIPMODE,IP,SVRIP,124.41.251.10,SVRIPMASKTYPE,LENGTHTYPE,SVRIPMASKLEN,32,MSSTARTPORT,0.0,MSENDPORT,65535.0,SVRSTARTPORT,0.0,SVRENDPORT,124.41.251.10/32
